gene_id	L3_FPKM	L4_FPKM	L5_FPKM	L7_FPKM	L8_FPKM
Ptplad2	0.89282	1.608	1.43798	1.7804	1.79808
Ptplb	13.5557	13.5864	13.7433	14.8538	14.3428
Ptpmt1	18.4449	22.4282	19.5695	20.2298	20.931
Ptpn1	10.5781	10.6517	10.175	9.96146	9.53495
Ptpn11	31.2895	33.7832	31.2875	31.8605	31.6572
Ptpn12	13.8651	15.5651	16.2193	17.4448	16.5495
Ptpn13	7.40341	7.05239	7.61155	8.37063	7.28757
Ptpn14	2.12239	2.78763	2.4712	2.83203	1.54992
Ptpn18	0.518407	0.494559	0.554344	0.511773	0.315992
Ptpn2	5.18501	4.97958	5.2299	8.32483	6.11964
Ptpn20	0	0	0	0	0.057183
Ptpn21	3.74704	4.75107	3.49042	4.43048	4.00192
Ptpn22	0.322357	0.494709	0.38422	0.34821	0.500863
Ptpn23	13.2828	11.3305	11.5786	11.7904	12.3366
Ptpn3	20.2935	18.9456	18.5624	20.2477	20.7204
Ptpn4	2.50885	2.08041	2.2852	3.27932	2.51273
Ptpn5	2.01157	2.14342	1.72169	2.42156	1.59759
Ptpn6	0.691137	1.80058	1.62262	1.25441	1.27882
Ptpn7	0.131058	0.378407	0.235132	0.327386	0.228772
Ptpn9	32.4842	32.6501	29.9275	29.514	29.9841
Ptpra	55.9167	58.5205	56.1707	59.1997	54.4869
Ptprb	2.53972	2.64288	2.3506	2.70244	2.05241
Ptprc	0.612695	1.62052	1.26873	1.54585	0.974072
Ptprcap	0.239301	0.643497	0.641837	1.11824	0.364135
Ptprd	4.25107	3.93585	4.54367	4.20687	3.97413
Ptpre	8.8701	10.7767	8.47026	9.07188	8.8074
Ptprf	45.1839	40.4086	41.0264	40.286	42.0794
Ptprg	11.7519	11.6507	10.8543	11.6555	10.5024
Ptprh	0	0.0655201	0	0	0
Ptprj	2.31331	2.56472	2.9152	2.91175	2.56199
Ptprk	3.53421	3.82186	3.58346	3.02799	3.42938
Ptprm	7.18606	8.18253	8.18536	7.58425	7.78103
Ptprn	86.4122	81.5009	78.9464	75.9758	83.8547
Ptprn2	20.3016	21.4802	21.2796	20.385	20.136
Ptpro	1.68941	2.09263	1.75133	1.89369	2.51066
Ptprq	0.282473	0.136438	0.121449	0.161969	0.245684
Ptprr	16.6484	16.0474	16.1552	14.7202	16.7925
Ptprs	57.2314	50.845	56.6346	51.6595	52.5859
Ptprt	16.3906	16.8038	14.223	16.6325	13.7965
Ptpru	1.38038	1.02285	0.927896	1.2028	0.853457
Ptprv	0.0114884	0.0411605	0.00868988	0.0383941	0.0252587
Ptprz1	11.2841	10.9831	11.2772	10.42	10.7922
Ptrf	13.7325	15.8602	15.6535	18.0266	12.1699
Ptrh1	12.1873	11.5075	10.5651	12.1384	10.7073
Ptrh2	5.42219	5.87574	4.85012	4.58513	5.78743
Ptrhd1	4.06899	5.10387	4.39275	3.81299	4.236
Pts	25.5927	27.8025	23.1569	26.9731	23.6337
Pttg1	39.6874	47.6022	48.524	43.0894	44.4291
Pttg1ip	39.0212	43.0226	38.0058	41.5666	39.676
Ptx3	0.108906	0.315641	0.395278	0.156557	0.130355
Puf60	71.1796	69.1798	65.7636	65.5022	65.4937
Pum1	14.031	13.1155	13.1985	14.1988	14.08
Pum2	24.9935	26.9286	24.7961	26.3177	22.8425
Pura	12.7341	13.7017	13.6059	12.9813	12.2656
Purb	34.2061	32.2418	33.1784	37.4814	31.3685
Purg	9.14499	7.57233	7.3245	8.63321	7.22501
Pus1	7.70802	6.86852	8.83973	7.10784	7.00895
Pus10	2.81324	2.94278	2.50254	2.41136	1.7138
Pus3	5.56964	5.47218	6.4443	6.24456	5.56015
Pus7	4.00436	4.3462	4.92377	4.90122	5.30416
Pus7l	1.41561	1.57649	2.35304	1.62728	2.22729
Pusl1	8.78622	8.50205	7.87814	9.60911	8.98394
Pvalb	102.731	89.4098	272.231	112.494	82.1719
Pvr	4.87003	4.90382	5.27138	5.33551	5.22837
Pvrl1	4.25353	3.9842	4.06917	3.99433	3.93726
Pvrl2	13.085	12.3335	12.3997	13.4568	13.4868
Pvrl3	14.2788	15.033	14.4253	16.3536	15.5471
Pvrl4	9.11861	7.87006	8.11869	7.13504	8.18291
Pvt1	4.27394	5.21337	3.71981	3.97376	5.04497
Pwp1	12.9051	14.327	15.3553	13.6167	15.8405
Pwp2	5.6976	6.00579	5.8139	5.2507	6.38808
Pwwp2a	3.95102	4.05014	4.38731	5.0189	4.14879
Pwwp2b	4.39331	4.82127	4.88167	4.58515	5.31836
Pxdc1	4.13508	4.46489	3.27591	4.51753	3.23817
Pxdn	8.1102	7.20704	7.82176	8.41741	8.63914
Pxk	16.9543	16.9531	17.0848	18.0801	16.7734
Pxmp2	5.53519	6.28422	5.98502	6.86614	4.59168
Pxmp4	11.8335	11.1546	9.24749	9.79499	10.3891
Pxn	11.684	14.3994	11.9906	13.1403	10.9567
Pxt1	0	0	0	0.056845	0
Pycard	0.514252	0.617237	0.646464	0.677487	0.40144
Pycr1	0.242494	0.458918	0.294191	0.179407	0.338303
Pycr2	13.6461	13.5569	13.489	14.0935	14.9868
Pycrl	8.17909	7.84171	9.26511	10.0173	8.48366
Pydc3	0.191469	0.362387	0.300903	0.429071	0.252001
Pydc4	0.167489	0.167382	0.0677492	0.0945427	0.231077
Pygb	267.757	257.055	256.797	229.87	261.238
Pygl	9.29686	10.276	10.0917	9.24928	9.87688
Pygm	2.40762	1.35649	35.8353	7.84076	1.25292
Pygo1	2.11234	2.97426	2.65746	2.21314	2.05426
Pygo2	12.3993	13.1783	13.0024	13.005	13.0608
Pyhin1	0.245534	0.456834	0.153928	0.283848	0.237424
Pyroxd1	4.50642	5.3447	4.44715	3.97928	5.08468
Pyroxd2	0.643669	0.674938	0.568393	0.910658	0.427506
Pyurf	6.59629	6.48828	6.76633	6.82842	6.99235
Pzp	0.0349145	0.0662479	0.0274103	0	0.040152
Qars	20.8786	19.1788	20.2472	19.6254	20.5686
Qdpr	87.5842	81.6842	77.95	77.1282	83.0632
Qk	46.9046	50.6916	48.2572	55.5069	36.5484
Qpct	1.63992	1.58455	1.60346	2.15102	1.99281
Qpctl	5.40209	4.77214	4.82477	5.01069	4.4893
Qprt	2.80618	1.85313	3.12934	2.8387	3.53688
Qrfp	0.0254556	0	0	0	0.0374688
Qrfpr	0.0641129	0.0622633	0.0512929	0	0.20006
Qrich1	25.0976	23.3728	25.3653	23.699	26.8033
Qrich2	0	0.0550995	0.0235033	0.0410818	0
Qrsl1	12.7534	13.6824	12.3149	11.4691	13.4115
Qser1	4.59151	4.44514	5.07152	6.496	4.6414
Qsox1	19.8084	14.7574	18.3552	17.8721	17.8585
Qsox2	8.91134	8.60789	6.40111	7.56528	7.07262
Qtrt1	3.63617	3.43376	2.81802	3.33649	3.26457
Qtrtd1	3.83703	4.18774	5.27405	4.91982	5.41498
R3hcc1	9.83698	9.8177	10.1588	9.91662	10.3746
R3hcc1l	4.86402	3.77851	3.82621	5.17459	4.17413
R3hdm1	14.9869	15.3889	15.2148	14.1568	15.385
R3hdm2	17.6279	18.7369	18.813	16.8491	17.7859
R3hdm4	31.7957	34.6164	33.4834	32.7343	34.7065
R74862	0.540893	0.517763	0.732103	0.426548	0.46266
Rab1	108.692	109.183	104.117	108.997	113.538
Rab10	82.9786	85.7279	86.7545	90.0653	84.8074
Rab11a	179.992	189.366	187.402	202.924	188.518
Rab11b	36.9514	37.6061	36.487	36.3528	39.2488
Rab11fip1	0.0244251	0.133621	0.11172	0.215748	0.116751
Rab11fip2	12.1921	13.1507	13.4531	14.3544	13.227
Rab11fip3	18.9858	18.3955	18.8055	17.8228	17.6669
Rab11fip4	14.4986	15.4633	16.0129	15.1035	15.7582
Rab11fip5	33.394	30.5507	32.1587	27.8124	31.444
Rab12	12.2406	14.3732	15.9786	15.0229	13.5182
Rab13	3.72524	3.6818	2.9547	3.74244	2.64688
Rab14	126.034	128.352	128.956	141.392	131.063
Rab15	84.4914	83.4965	83.9926	74.956	80.8568
Rab17	0.19841	0	0	0	0.0760717
Rab18	65.0331	65.2648	67.0418	63.7025	62.0062
Rab19	0	0.062873	0.107058	0.0478937	0.157773
Rab1b	98.9634	97.3611	90.0287	90.7262	95.0971
Rab20	1.62655	0.495402	0.732347	1.385	1.43778
Rab21	67.9142	65.084	70.2185	69.9816	68.487
Rab22a	22.6517	21.7132	23.977	23.9241	22.8516
Rab23	5.73496	7.97105	6.84744	7.29527	6.28163
Rab24	41.4942	45.0387	40.4513	39.2137	42.067
Rab26	0.17007	0.251893	0.30102	0.0754228	0.302361
Rab27a	12.1148	11.8708	9.52024	10.3128	10.5783
Rab27b	20.38	21.2652	19.2948	20.3734	19.6762
Rab28	25.7152	28.1678	28.5311	26.2647	26.3975
Rab2a	220.099	225.334	223.773	225.361	232.12
Rab2b	35.9674	34.9923	37.1854	34.2529	35.4206
Rab30	8.47862	9.84749	9.04308	10.0253	9.39164
Rab31	9.89874	10.1896	9.8171	10.8447	9.47073
Rab32	0.990758	1.79998	1.37713	1.84466	1.4865
Rab33a	11.5564	11.9439	10.9394	7.72245	9.84508
Rab33b	14.2315	16.0466	15.5582	15.2541	15.758
Rab34	9.79504	9.79753	9.4594	10.0503	8.6358
Rab35	30.7273	30.0743	29.4257	29.6476	29.4464
Rab36	6.63633	7.34728	7.28342	7.47626	7.38247
Rab37	25.2628	23.7096	24.5636	24.2474	25.0262
Rab38	1.64768	1.07522	1.4632	1.56643	1.54032
Rab39	14.2003	15.1033	16.4717	15.4452	16.2218
Rab39b	32.1029	32.1637	33.1247	34.52	32.7755
Rab3a	275.176	261.166	264.349	237.394	280.626
Rab3b	5.14733	3.82403	4.96726	4.44462	4.40176
Rab3c	65.0156	62.2992	62.2424	64.3811	61.314
Rab3d	40.1254	38.8709	35.4226	37.7647	39.3489
Rab3gap1	19.4086	19.4672	18.6633	20.9594	19.8796
Rab3gap2	24.0367	22.7846	24.2132	23.1329	23.0883
Rab3il1	4.01543	3.3379	3.59224	3.10121	3.36458
Rab3ip	14.114	14.3838	14.821	15.3095	14.6437
Rab40b	1.91521	1.21932	1.3381	1.9894	1.42725
Rab40c	12.4172	10.1041	10.9122	10.4247	10.5494
Rab42	0.821497	0.494772	0.319274	0.370715	0.417478
Rab43	4.76494	4.61473	4.62631	4.91185	4.97503
Rab44	0	0.15145	0.28155	0.0795071	0.200483
Rab4a	50.2528	55.6094	52.5611	52.2105	56.2721
Rab4b	101.445	101.173	94.8605	92.1565	110.973
Rab5a	92.1195	86.9178	90.6427	86.8098	82.4483
Rab5b	104.652	105.755	104.509	105.234	105.934
Rab5c	61.6254	67.7454	60.9696	61.9297	70.9286
Rab6a	329.122	349.877	340.782	350.034	342.702
Rab6b	359.29	365.563	348.772	340.925	368.087
Rab7	231.527	223.614	227.511	224.432	231.744
Rab7l1	3.56441	2.11419	3.12184	2.99939	2.42677
Rab8a	17.1796	19.5112	16.8704	18.7899	18.6726
Rab8b	11.6933	14.436	13.9493	16.2094	12.1184
Rab9	27.0676	22.8361	30.442	30.1394	29.7665
Rab9b	15.3723	14.9506	15.5812	16.7239	17.2111
Rabac1	349.104	358.578	331.528	317.268	348.716
Rabep1	30.4563	28.1948	28.0574	29.786	28.6229
Rabep2	9.24304	7.882	8.00767	7.63987	7.54384
Rabepk	8.73496	6.93461	8.81949	7.51693	7.41966
Rabgap1	26.0009	25.1869	25.4617	26.7518	23.7468
Rabgap1l	38.3642	39.9817	40.7775	40.4777	39.1864
Rabgef1	16.8971	15.8521	15.1514	15.1178	16.8929
Rabggta	12.6765	9.87664	11.6737	11.3073	10.3038
Rabggtb	34.4915	31.8833	37.0432	34.4201	37.214
Rabif	37.3547	34.7001	34.5213	37.4083	34.891
Rabl2	11.9428	11.1478	11.689	12.8781	11.5465
Rabl3	15.8433	18.5115	16.2966	15.3278	16.8485
Rabl5	26.5376	23.5645	21.6584	25.149	25.3349
Rabl6	35.5323	29.1931	33.0455	30.1545	31.7001
Rac1	187.499	190.441	183.416	190.609	192.106
Rac2	0.719149	2.25129	1.69976	1.73014	1.07441
Rac3	29.4677	28.8102	25.1062	27.2357	28.6222
Racgap1	5.98619	5.34674	6.39888	5.92374	5.82817
Rad1	10.2083	9.534	10.5213	10.0172	10.4334
Rad17	7.63484	8.02593	8.31821	8.55126	9.15231
Rad18	3.59198	3.96591	3.87201	3.22664	3.77782
Rad21	36.7639	37.8841	38.3511	37.4386	36.3989
Rad21l	0.249637	0	0.100108	0.0922301	0
Rad23a	34.7355	34.6279	33.6513	28.9072	30.4464
Rad23b	73.6469	73.4065	73.0731	72.8164	75.5767
Rad50	5.24915	4.82012	4.74877	5.47646	4.65493
Rad51	1.36475	1.23667	1.13153	1.66441	0.42249
Rad51ap1	0.979427	0.735024	0.477051	0.552823	0.941433
Rad51ap2	0.174385	0.252344	0.116041	0.270667	0.0856092
Rad51b	0	0.0521112	0.0428736	0.391607	0.168325
Rad51c	1.74735	1.35549	1.9242	1.38342	1.07848
Rad51d	7.71999	9.06282	9.92106	8.9278	7.95992
Rad52	4.06234	4.1356	3.59448	3.57315	3.57061
Rad54b	0.319044	0.263818	0.216243	0.123748	0.0794649
Rad54l	0.175762	0.134194	0.306165	0.0752302	0.193517
Rad54l2	4.74096	4.18957	4.45912	4.60541	4.45355
Rad9a	9.11442	8.19343	8.47365	9.51021	9.20894
Rad9b	1.35185	0.811175	1.15319	1.08079	0.986033
Radil	4.14375	4.22758	4.18117	4.1194	3.75858
Rae1	23.4393	23.7634	21.9291	22.4418	23.6014
Raet1a	0	0	0	0	0
Raet1b	0	0	0.0862688	0	0.0545794
Raet1c	0.217653	0.0687255	0	0	0
Raet1d	0.0691262	0	0	0.0497537	0.000525728
Raet1e	0.000569812	0.000282445	0.0798986	0.0995133	0.0530609
Raf1	42.7102	41.3591	42.7427	41.9304	42.3903
Rag1	0	0.112944	0.150597	0.253549	0.0450949
Rag2	0	0.083591	0.0226163	0.0627175	0
Rai1	8.24871	6.98693	7.66962	7.38623	7.0288
Rai14	4.7823	4.87744	5.19077	5.31965	4.14157
Rai2	3.27067	2.74956	3.83491	3.6347	4.0907
Rala	56.4045	59.1581	60.1105	63.1603	59.4485
Ralb	10.3216	11.209	10.2206	9.88479	9.73658
Ralbp1	38.8725	36.4628	40.9008	38.4061	36.7788
Ralgapa1	41.9303	41.8057	43.2727	47.7817	42.0105
Ralgapa2	6.38496	5.69421	5.94462	5.78371	5.75906
Ralgapb	26.4851	26.8976	26.2582	26.5831	25.9103
Ralgds	27.4394	24.8541	25.2828	26.3155	26.5752
Ralgps1	4.1076	3.38969	4.5131	4.45219	4.78221
Ralgps2	10.2445	10.7374	10.5969	11.6421	10.7146
Raly	92.0018	92.8897	85.4993	81.9653	89.2757
Ralyl	35.3374	36.4087	36.248	36.0126	36.119
Ramp1	0.391503	0.668233	0.780815	0.573962	0.382667
Ramp2	18.1958	22.7339	24.5397	21.8078	20.5437
Ramp3	1.65392	1.63066	0.897305	0.893744	0.816186
Ran	128.707	130.14	127.833	126.804	132.469
Ranbp1	63.2027	66.7911	61.5951	63.2187	65.1501
Ranbp10	10.114	9.52219	10.2056	9.27897	9.12395
Ranbp17	2.98985	3.29648	3.58983	2.78896	2.6462
Ranbp2	18.1663	18.8136	18.9102	21.2908	17.6726
Ranbp3	16.9807	15.5318	17.308	15.3251	16.9212
Ranbp3l	0.492871	0.416494	1.14058	1.34209	0.206475
Ranbp6	20.7692	20.9553	20.7233	21.3113	21.0428
Ranbp9	20.5943	20.0499	21.8205	22.4971	22.5464
Rangap1	86.5759	75.2845	76.7367	73.1565	84.6599
Rangrf	7.41437	9.91032	8.72121	10.121	10.5147
Rap1a	34.8086	31.8772	35.7183	35.7551	29.7718
Rap1b	95.5544	103.069	98.4344	109.053	97.2121
Rap1gap	28.3816	25.421	26.2028	24.3163	26.6319
Rap1gap2	38.3449	35.9921	35.496	34.0944	37.1927
Rap1gds1	227.052	218.091	212.571	208.407	219.218
Rap2a	28.4119	30.2332	26.8432	28.0436	26.1036
Rap2b	4.92147	3.92853	3.78095	3.80582	3.92903
Rap2c	26.1683	22.7325	25.3496	27.6212	24.5217
Rapgef1	14.354	14.0093	13.991	14.0816	14.9138
Rapgef2	6.5898	5.84956	7.67899	6.84717	6.51932
Rapgef3	2.1547	2.69072	1.99573	2.08181	1.5992
Rapgef4	55.6796	52.9873	56.0658	53.54	53.1545
Rapgef5	14.8904	16.3119	15.8264	14.4276	15.4109
Rapgef6	15.0131	17.4522	14.3202	16.6251	14.7599
Rapgefl1	0.590819	0.629024	0.617648	0.627731	0.925001
Raph1	15.1196	13.716	13.3788	14.2022	14.2414
Rapsn	3.96979	3.73414	3.32379	2.72001	3.07337
Rara	1.80372	2.10257	2.21497	1.87992	1.42334
Rarb	2.11832	2.03876	2.48528	2.28561	2.74568
Rarg	13.9499	14.3065	13.3237	13.7766	14.0019
Rarres1	43.5408	40.042	39.3599	33.5612	38.8724
Rarres2	32.6878	37.252	35.7786	45.0142	41.4078
Rars	30.5147	31.3971	30.1811	32.4341	32.7897
Rars2	11.0006	13.0855	12.3964	11.6585	13.7204
Rasa1	22.3259	20.8795	25.5554	24.6877	22.3778
Rasa2	6.10517	6.72943	7.62936	8.8085	7.60075
Rasa3	6.95135	7.09312	6.90788	7.21609	6.36259
Rasa4	10.5431	9.00424	11.5409	9.75539	11.9734
Rasal1	0	0.0387647	0.032999	0.0142129	0.0160716
Rasal2	12.1864	13.7484	12.0471	15.239	10.699
Rasal3	0.0797782	0.0537533	0.182996	0.159837	0.059388
Rasd1	1.69033	2.10662	1.61744	1.5005	1.63255
Rasd2	2.4549	1.31717	2.34195	2.00372	1.81907
Rasef	1.26686	1.38315	1.29816	1.16971	0.702759
Rasgef1a	22.0569	23.0191	21.7369	23.9072	22.0421
Rasgef1b	4.3888	4.03058	4.35234	3.16948	4.15351
Rasgef1c	5.94902	5.80745	4.30402	5.80502	4.87938
Rasgrf1	5.59372	3.77368	4.96986	3.70599	4.68108
Rasgrf2	9.75542	8.10966	9.15326	9.62485	8.80797
Rasgrp1	52.6697	51.9164	55.9165	56.5172	54.8539
Rasgrp2	1.65123	1.55903	2.78188	2.52008	2.51908
Rasgrp3	1.01016	0.978452	1.33446	1.53855	0.841716
Rasgrp4	0.654718	0.907405	0.95739	0.986546	0.738905
Rasip1	2.71763	2.19712	2.67254	3.32267	2.58678
Rasl10a	1.0699	1.553	2.13507	1.23745	1.41087
Rasl10b	12.368	11.9416	10.4292	9.75607	12.2183
Rasl11a	1.58838	1.70183	1.66709	1.80974	2.54275
Rasl11b	5.45587	5.22428	5.49388	5.0397	5.9376
Rasl12	1.54562	1.81806	1.74789	2.11162	1.76668
Rasl2-9	0.306174	0.68466	0.645833	0.510577	0.400775
Rassf1	8.45795	7.84262	6.87702	7.67986	7.11326
Rassf10	1.30543	1.01205	1.21402	1.44411	1.41384
Rassf2	2.46631	3.30503	3.1641	3.87605	2.72785
Rassf3	19.5479	19.1416	17.7028	17.2055	18.8423
Rassf4	17.757	15.8833	16.9358	16.6119	16.457
Rassf5	39.5815	40.4102	36.9866	38.7866	40.6353
Rassf6	1.70311	1.5967	2.21445	1.5634	1.69381
Rassf7	1.36405	2.57895	1.60074	1.91922	1.81069
Rassf8	4.20474	4.79887	4.54075	4.80148	4.78372
Rassf9	1.26162	1.64789	1.81706	1.77139	1.81529
Raver1	13.6459	12.6244	13.0962	14.5036	14.567
Raver1-fdx1l	0.591319	0.804819	1.10578	0.0663201	0.898927
Raver2	2.31417	2.1294	2.11491	1.93884	2.14417
Rb1	12.7142	13.2134	12.0366	12.5881	11.6523
Rb1cc1	25.989	27.3933	27.948	31.7989	26.0626
Rbak	1.62312	1.92743	2.41439	2.29488	1.66392
Rbbp4	39.1194	40.9343	39.9081	42.1319	40.9597
Rbbp5	15.2871	16.8614	16.3512	15.9468	16.9577
Rbbp6	17.28	20.314	19.3527	23.2738	19.4884
Rbbp7	71.0871	78.2566	73.3979	69.1789	74.1406
Rbbp8	2.7309	2.95779	2.49386	3.31345	2.88471
Rbbp9	9.02792	10.2012	8.73131	9.79084	8.8564
Rbck1	25.5674	24.4426	24.0758	23.7858	23.2003
Rbfa	13.1285	16.1644	15.7436	12.8343	15.2633
Rbfox1	63.5134	63.6997	63.4922	64.3162	61.9041
Rbfox2	53.9345	50.7746	52.2173	47.6997	51.8048
Rbfox3	55.0117	50.577	51.448	50.7512	54.2834
Rbks	2.88899	3.27122	3.62825	3.46079	2.73363
Rbl1	0.625174	0.969312	0.9415	0.968025	0.943625
Rbl2	8.86809	9.79347	8.18893	9.69844	9.22401
Rbm10	8.77034	8.49883	8.95593	8.41767	7.83071
Rbm11	29.5919	27.042	28.8028	28.3848	27.2201
Rbm12	4.78238	5.50105	5.5782	5.26158	5.44571
Rbm12b1	1.382	1.18291	1.76179	2.53439	1.40562
Rbm12b2	2.27518	2.88108	2.81546	3.8403	2.55399
Rbm14	7.32194	7.4479	9.13038	7.78572	8.31968
Rbm15	1.25191	1.52829	1.33074	1.99767	1.89904
Rbm15b	9.31134	9.35632	8.81819	8.68966	8.94364
Rbm17	32.1002	26.9914	30.5818	30.1561	30.6847
Rbm18	29.7456	29.3642	28.711	32.7815	31.2424
Rbm19	2.56978	2.93402	2.64039	2.51015	2.41853
Rbm20	0.3991	0.205399	0.655725	0.376194	0.463449
Rbm22	8.82529	9.2992	8.28289	9.82285	10.438
Rbm24	0.100891	0.11275	0.688338	0.233116	0.036848
Rbm25	28.1152	26.5866	27.8763	28.2164	27.6569
Rbm26	6.3378	7.80546	7.6009	7.69977	6.94989
Rbm27	4.47002	5.04507	5.48298	5.91801	5.04435
Rbm28	8.38613	8.08969	8.93771	9.65994	9.30783
Rbm3	211.997	221.648	214.053	210.686	209.146
Rbm33	5.04354	4.55305	5.13637	5.76673	5.1714
Rbm34	7.74392	7.31452	6.90806	6.68678	7.17915
Rbm38	1.67462	2.96724	3.62917	2.44666	2.27862
Rbm39	60.3488	62.3241	64.0613	67.717	58.7855
Rbm4	3.56385	3.1405	4.02006	3.687	3.84022
Rbm41	3.39461	3.30439	2.97183	3.30725	2.85319
Rbm42	24.2357	26.2391	24.4961	21.6408	24.8433
Rbm43	13.2586	13.692	11.9544	14.0415	11.7928
Rbm44	0	0	0.0215978	0	0
Rbm45	12.5093	11.2637	12.572	13.1626	13.8052
Rbm46	0.684385	0.767573	0.830904	0.598386	0.550697
Rbm47	0.115844	0.151656	0.165736	0.0846256	0.131958
Rbm48	3.48549	3.31589	3.68751	2.83305	2.62063
Rbm4b	4.26097	3.72871	3.69412	5.61849	4.43473
Rbm5	31.9052	29.5156	33.5652	33.8644	31.0086
Rbm6	13.7657	13.3499	14.7734	13.9245	14.0383
Rbm7	15.7646	13.4951	17.3533	17.2054	15.0765
Rbm8a	24.6279	27.4288	27.0962	27.068	27.422
Rbms1	55.8222	57.7212	57.8341	61.4377	55.7947
Rbms2	4.824	4.6138	4.36535	5.06415	4.1382
Rbms3	56.2767	55.0006	58.0693	57.9737	54.5645
Rbmx	14.987	14.0458	15.2118	16.9215	15.3334
Rbmx2	3.25181	4.08918	4.56993	3.38522	3.72433
Rbmxl1	15.5793	15.5765	16.4105	16.3108	16.9149
Rbp1	2.7206	2.802	3.14354	2.82756	2.31135
Rbp2	2.09744	1.23274	2.43145	3.19772	1.60747
Rbp3	0	0	0.0103565	0	0
Rbp4	0.729569	3.11716	5.47604	4.87233	1.60228
Rbp7	0.570864	0.350945	1.19626	1.6023	1.49417
Rbpj	9.06043	10.3728	10.6392	10.9694	9.04952
Rbpjl	0.0634089	0.0564579	0.0960577	0.125964	0.232682
Rbpms	2.8534	3.87659	3.07872	3.06603	2.2812
Rbpms2	0.510029	0.625364	0.588508	0.670884	0.508462
Rbx1	101.66	109.448	102.114	105.651	109.213
Rc3h1	10.9041	11.6036	11.0176	12.4426	11.0723
Rc3h2	11.8654	11.1914	11.9111	13.7493	11.6566
Rcan1	31.7258	33.5431	31.5987	29.2717	32.6077
Rcan2	152.272	149.821	149.71	136.618	152.143
Rcan3	21.7309	22.8402	22.9856	22.1174	24.5329
Rcbtb1	24.57	23.1439	25.838	22.6871	23.6825
Rcbtb2	9.64734	9.75932	10.2449	11.2499	10.2299
Rcc1	2.95616	3.21712	3.03371	3.22651	3.53361
Rcc2	25.7109	26.8432	24.4256	24.9922	27.8571
Rccd1	1.69492	1.25221	1.75223	1.0302	1.52345
Rce1	10.7397	11.5062	10.9321	10.2855	9.02103
Rchy1	13.6446	17.3872	14.3998	14.9428	14.1649
Rcl1	5.56201	6.15403	5.73283	5.71383	6.06832
Rcn1	13.29	15.1007	15.2895	17.2105	14.562
Rcn2	31.3681	35.1685	34.734	34.3169	33.3656
Rcn3	12.4081	14.4542	13.1547	15.3172	12.2852
Rcor1	9.61773	9.71516	8.53075	9.78996	8.81543
Rcor2	5.57055	4.5252	4.87215	4.23546	3.93175
Rcor3	7.21172	7.02348	7.00312	6.74113	7.37331
Rcsd1	6.23584	6.47497	7.45944	5.9321	6.23968
Rcvrn	0	0	0	0	0.0453073
Rd3	0	0	0.0169856	0	0.0494882
Rdh1	0.0484465	0.0227388	0.056283	0	0
Rdh10	3.99039	4.19707	4.09149	4.26268	3.70156
Rdh11	26.0608	27.8559	25.294	25.7639	26.5916
Rdh12	0.902992	1.51001	0.755238	1.286	0.820185
Rdh13	8.86103	7.24123	8.1797	7.99872	8.67978
Rdh14	23.9437	22.4312	23.286	21.5675	22.0815
Rdh16	0.0666283	0	0	0.0247185	0.0529168
Rdh18-ps	0.028213	0	0	0	0.131814
Rdh5	6.95697	8.38586	8.084	8.22444	8.01748
Rdh7	0	0	0	0	0
Rdh9	0.0409413	0.281736	0.561199	0.301994	0.12968
Rdm1	5.15422	6.18513	5.69784	6.59388	5.56928
Rdx	35.6617	40.0506	38.8043	40.6966	39.1533
Rec8	0.463769	0.321476	0.191331	0.6486	0.319176
Reck	4.24206	4.05383	3.44457	4.25472	3.75869
Recql	11.89	11.1971	11.0969	10.4388	11.0467
Recql4	0.662135	0.613371	0.679115	0.574511	0.777993
Recql5	5.60878	5.55262	5.46031	5.20156	5.27135
Reep1	227.326	236.651	220.507	226.444	244.566
Reep2	106.081	95.5558	95.1442	92.1146	101.848
Reep3	9.79417	9.60986	9.79861	11.23	8.8915
Reep4	4.48667	3.60301	3.07645	3.4323	3.48295
Reep5	986.188	983.095	977.709	948.032	1002.97
Reep6	1.21608	1.80391	1.33288	1.23193	1.39828
Reg3a	0	0	0.117102	0	0
Reg3b	0	0	0	0.22727	0.248678
Reg3g	0	0	0	0.120809	0
Rel	1.02807	0.81015	0.896594	1.15402	1.06876
Rela	12.7504	14.0546	12.4394	12.4243	12.7186
Relb	2.86105	3.21896	3.03271	2.98656	3.53969
Rell1	7.62304	8.42679	6.98277	8.97549	6.97771
Rell2	43.3372	40.2413	42.6495	37.9649	41.5218
Reln	5.07434	7.21326	5.47313	7.61852	4.97008
Relt	8.46751	6.40542	7.99364	5.47613	7.49095
Rem1	0.294714	0.219768	0.262485	0.52319	0.401896
Rem2	8.1966	9.18759	9.82475	8.00786	8.58253
Ren1	0	0.0511973	0	0	0
Renbp	2.06978	1.72704	1.81972	3.21239	1.30914
Rep15	0.324443	0.102618	0.597797	0.384051	0.588617
Repin1	4.96522	5.60882	5.71038	4.79058	6.33458
Reps1	16.8005	17.7233	17.614	16.9741	16.4445
Reps2	14.037	13.3102	14.4119	15.061	12.4288
Rer1	65.5229	69.2042	66.1754	74.0541	60.984
Rere	12.5789	11.842	12.119	12.567	12.1388
Rerg	1.44932	0.738495	0.831913	1.21484	0.840642
Resp18	87.077	97.4891	101.478	78.7657	91.3048
Rest	0.903906	0.916081	0.99203	1.15555	0.880066
